timestamp,message
1.71009E+12,"2024-03-10T16:34:49 [AT_GLOBAL       ]I:  Task Server Log - UUHIPCATGXZLVQEJY7625DTA5TRQHBS5WTP2BHA  (V3.5.1.R1164 ip-10-7-0-93 Linux 4.14.336-256.559.amzn2.x86_64 #1 SMP Tue Feb 13 09:50:28 UTC 2024 x86_64 64-bit, PID: 2065191) started at Sun Mar 10 16:34:49 2024  (at_logger.c:3250)"
1.71009E+12,2024-03-10T16:34:49 [DATA_STRUCTURE  ]I:  SQLite version is 3.31.1  (at_sqlite.c:174)
1.71009E+12,2024-03-10T16:34:49 [TARGET_APPLY    ]I:  Lob lookup mutex created successfully  (bulk_apply.c:862)
1.71009E+12,2024-03-10T16:34:49 [VALIDATOR       ]I:  ==> Success Creating Table Def Mutex  (validation_util.c:94)
1.71009E+12,2024-03-10T16:34:49 [VALIDATOR       ]I:  Creating Table Def Mutex  (validation_util.c:86)
1.71009E+12,2024-03-10T16:34:49 [VALIDATOR       ]I:  validation_util_class_initialize  (validation_util.c:82)
1.71009E+12,"2024-03-10T16:34:50 [METADATA_MANAGE ]I:  Going to connect to ODBC connection string: DRIVER={ODBC Driver 17 for SQL Server};SERVER=SJDTOOLS.rfisecurity.com,55409;DATABASE=SystemIntegrator;Trusted_Connection=no;;  (sqlserver_endpoint_util.c:242)"
1.71009E+12,2024-03-10T16:34:50 [METADATA_MANAGE ]I:  Source endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:894)
1.71009E+12,"2024-03-10T16:34:50 [TASK_MANAGER    ]I:  BatchApplyPreserveTransaction is set to false, because BatchApplyEnabled is false  (replicationtask.c:1379)"
1.71009E+12,2024-03-10T16:34:50 [TASK_MANAGER    ]I:  Execute Request Task 'UUHIPCATGXZLVQEJY7625DTA5TRQHBS5WTP2BHA' running full load only with flags fresh start with cdcPosition null and stop_at null  (replicationtask.c:972)
1.71009E+12,2024-03-10T16:34:50 [TASK_MANAGER    ]I:  LOB support on the task has been enabled  (endpointshell.c:1905)
1.71009E+12,2024-03-10T16:34:50 [TASK_MANAGER    ]I:  Task Id: 23ff1388-17cd-4f4e-a815-da64afe874f7  (replicationtask.c:3863)
1.71009E+12,2024-03-10T16:34:50 [TASK_MANAGER    ]I:  Task is running in Limited LOB Mode. MaxLobSize is set to '32768' Bytes  (endpointshell.c:1908)
1.71009E+12,2024-03-10T16:34:50 [TASK_MANAGER    ]I:  Task 'UUHIPCATGXZLVQEJY7625DTA5TRQHBS5WTP2BHA' starting full load only in fresh start mode  (replicationtask.c:1592)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Database is SQL Server  (sqlserver_log_queries.c:8248)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property forceDataRowLookup: false  (sqlserver_endpoint_imp.c:2384)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property forceloblookup: false  (sqlserver_endpoint_imp.c:2380)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property lobLookupNodataPollingSec: 1  (sqlserver_endpoint_imp.c:2382)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property lobLookupNoDataRetry: 0  (sqlserver_endpoint_imp.c:2381)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property rowLookupNoDataPollingSec: 1  (sqlserver_endpoint_imp.c:2386)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Internal property rowLookupNoDataRetry: 0  (sqlserver_endpoint_imp.c:2385)
1.71009E+12,2024-03-10T16:34:52 [METADATA_MANAGE ]I:  Sampled server version: 2017  (sqlserver_endpoint_imp.c:2366)
1.71009E+12,"2024-03-10T16:34:52 [METADATA_MANAGE ]I:  SQL server version: Microsoft SQL Server 2017 (RTM-GDR) (KB5021127) - 14.0.2047.8 (X64)  	Jan 25 2023 08:29:55  	Copyright (C) 2017 Microsoft Corporation 	Express Edition (64-bit) on Windows Server 2019 Standard 10.0 <X64> (Build 17763: ) (Hypervisor)  (sqlserver_log_queries.c:8231)"
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Bulk is set to ignore max row size warnings  (sqlserver_endpoint_imp.c:1656)
1.71009E+12,"2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
1.71009E+12,"2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Going to connect to SQL Server Target : DRIVER={ODBC Driver 17 for SQL Server};SERVER=sqlwarehouse.c8ay9hz9yore.us-east-1.rds.amazonaws.com,1433;DATABASE=RFI_SystemIntegrator;UID=admin;  (ar_odbc_conn.c:346)"
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Loaded SQLServer Driver: 'ODBC Driver 17 for SQL Server'  (sqlserver_endpoint_imp.c:472)
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  NLS configuration sampled: Associated code page=1252  (sqlserver_endpoint_imp.c:2420)
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Target endpoint 'SQL Server' is using provider syntax 'SQLServer'  (provider_syntax_manager.c:900)
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Working with BCPKeepNull set to TRUE  (sqlserver_endpoint_imp.c:1717)
1.71009E+12,2024-03-10T16:34:53 [METADATA_MANAGE ]I:  Working with collated columns  (sqlserver_endpoint_imp.c:1713)
1.71009E+12,2024-03-10T16:34:53 [TABLES_MANAGER  ]I:  Calling for get capture table list from the Metadata Manager started.  (tasktablesmanager.c:960)
1.71009E+12,2024-03-10T16:34:53 [TASK_MANAGER    ]I:  Creating threads for all components  (replicationtask.c:2270)
1.71009E+12,2024-03-10T16:34:53 [TASK_MANAGER    ]I:  Preparing all components  (replicationtask.c:2237)
